,tweet_text,sentiment
45691,38.7 febre fingir nao emocaonegativa,0
45692,  smc voltar pra mim emocaonegativa jovemdoano sophiaabrahão,0
45693,  ah emocaonegativa proxima o gente tirar beber,0
45694,  verdade emocaonegativa,0
45695,  to o sentimento amigo e olhar falto quase pro segundar turno emocaonegativa,0
45696,mandar pra mim emocaonegativa,0
45697,querer beijar vc namorar emocaonegativa — eitaaa 😳,0
45698,netflix decidir atualizar t o d o s o sério o véspera novembro vestibular tava triste to triste emocaonegativa,0
45699,assunto e começar o jogar jogar velho emocaonegativa,0
45700,  emocaonegativa triste,0
45701,  nao funcionar emocaonegativa to pelar celular,0
45702,querer ta emocaonegativa,0
45703,adoção belém-pa comido pra gato vizinho implicar e adotar gatar emocaonegativa adotar pfv o rt amigar eternamente grato lt;3,0
45704,  descobrir o marcar e vender avisar pq o aquarela leco leco condição emocaonegativa sjajajakwnw,0
45705,ai gente to emocaonegativa lançar nadja e ap afazenda10,0
45706,pra ler o porra livrar uerj umar nao nado pra emocaonegativa,0
45707,  tô medo cancelar e demorar emocaonegativa,0
45708,afss o pri levar chocolate p mim o ballet hj n fuii emocaonegativa,0
45709,  emocaonegativa noite,0
45710,  sdddd vocee peno dms nao vir o emocaonegativa,0
45711,emocaonegativa,0
45712,gostar dançar facilidade aprender coreografia — gostar gostar dançar emocaonegativa achar depender certo coreografia aprender ...,0
45713,  mds laísa to vontade q n época emocaonegativa,0
45714,  oi falir pra mãe levar o sp to quase emocaonegativa,0
45715,sofrer gente pq oq indicar esquerdo dividir emocaonegativa,0
45716,umar partr mim ta mandar voltar o alisar o cabelar dia emocaonegativa,0
45717,  o versao 7.0 emocaonegativa,0
45718,  amor falar vc emocaonegativa,0
45719,coala emocaonegativa,0
45720,  infelizmente emocaonegativa talento e moradia garantir o coração,0
45721,  umar mordido emocaonegativa /gruda pra,0
45722,querer caro emocaonegativa,0
45723,guacamole e tom waits capaz salvar o segunda-feira emocaonegativa,0
45724,angel viajar e deixar to sdd emocaonegativa,0
45725,  querer alguém pra ligar emocaonegativa,0
45726,hj o ultimar dia pra escola manhã ... amanhar 1º dia o deaaz .. ta acabar csa .. emocaonegativa,0
45727,pensar vc o dia inteirar o mão emocaonegativa,0
45728,  o o vc o mentir o garoto vc emocaonegativa jovemdoano sophiaabrahão,0
45729,ficar puta o dia animal sofrer morrer merecer emocaonegativa o pessoa precisar deixar cruel .... ódio cacete,0
45730,nao precisar machucar d jeito nao emocaonegativa,0
45731,  mnr famoso querer emocaonegativa,0
45732,  n ocupar o dia o emocaonegativa,0
45733,  ah emocaonegativa o lindo,0
45734,  ajudar caro emocaonegativa,0
45735,to matar o saudade assistir o filme o filmar assistir umar dorzinha o coração emocaonegativa comer afundar melhor comer suportar o chegar fundir lt;/3 torcer lilo ❤ ️ ✨,0
45736,guardar o thiago e cuidar emocaonegativa precioso,0
45737,  chorar emocaonegativa,0
45738,  desculpar anjo realmente horar emocaonegativa marcar algum dps tá ♥ ️,0
45739,saudade twitter emocaonegativa,0
45740,tô saudade pai emocaonegativa,0
45741,serase thalita ja o quadrar p mauá emocaonegativa,0
45742,  amar mtttt emocaonegativa,0
45743,  vc esquecer mim anjo emocaonegativa,0
45744,conseguir assistir o culpar estrelo chorar emocaonegativa,0
45745,  o vezar o amor ingrato e o gente entender simplesmente pra emocaonegativa jovemdoano sophiaabrahão,0
45746,ficar incomodar o pessoa falto escolaridade pra diminuir o capacidade intelectual trabalhar umar pessoa ... emocaonegativa,0
45747,  pesar tamanho emocaonegativa,0
45748,  ai achar q ano emocaonegativa obg sz,0
45749,  o bolar pra mim emocaonegativa e lindo tuu,0
45750,  vc esquecer emocaonegativa,0
45751,dormir tchau t amar o utts eh emocaonegativa,0
45752,pasa beber emocaonegativa,0
45753,o acordar manhã emocaonegativa,0
45754,  thata achar o milhão título cancelar reverter to mto preocupar emocaonegativa,0
45755,  emocaonegativa,0
45756,  suar dm tá aberto emocaonegativa,0
45757,  caralho emocaonegativa,0
45758,  anjo aguentar emocaonegativa,0
45759,realmente merecer mari emocaonegativa obrigar recíproco verdade,0
45760,  tá acabar o bater celular emocaonegativa vacilar mpn bts btsarmy,0
45761,ridiculo atar beat emocaonegativa hahahahah 💙,0
45762,  dever desculpar kkksnfif to poço esquecimento af emocaonegativa,0
45763,  emocaonegativa eca gado d++,0
45764,  emocaonegativa,0
45765,  amigo apagar emocaonegativa,0
45766,  emocaonegativa mt burro,0
45767,pq vc tá o bad — pq tô amor emocaonegativa,0
45768,  faltar e n avisar o rafar q tbm n avisar emocaonegativa,0
45769,  amigo conseguir real emocaonegativa,0
45770,vir look pra yolo hmmmmmm n tênis chegar o emocaonegativa,0
45771,saudade emocaonegativa,0
45772,bolar ninquem chamar o chat,0
45773,ultimamente sentir dormir comer pensar viver .. emocaonegativa,0
45774,querer o o lauren emocaonegativa,0
45775,  anjo emocaonegativa,0
45776,  louis querer o emocaonegativa,0
45777,  o cenário desolador emocaonegativa,0
45778,  infelizmente querer emocaonegativa,0
45779,  apoiar o marino p caralho achar q umar pessoa proposto ambientar e o indios foder proposto p minoria e jovem e cristão entender o laico e governar p e umar história foder fraco corrupto e aliançar emocaonegativa,0
45780,  triste pq emocaonegativa,0
45781,olhar ficar gostoso pq começar o academiar o umar semana e to morrer ja emocaonegativa,0
45782,deixar nado pra deixar o passar deixar nado pra semana vir semana vir chegar pra o passar 🎶 sdds d emocaonegativa atar hj escutar ícone,0
45783,amar chamar príncipe ninguem ta chamar emocaonegativa,0
45784,conseguir desenhar maracujá emocaonegativa,0
45785,  tratar tb emocaonegativa,0
45786,acabar gente emocaonegativa pra conseguir acompanhar o episódio reprisados o 01h44 d madrugar trocadeestilos,0
45787,quebrar umar unhar baaaaa emocaonegativa,0
45788,td q querer pra portar e o theo emocaonegativa,0
45789,  kkkkkkkkkkkkk af amigo to triste emocaonegativa,0
45790,  o satanás saltar o pesquisar n comer emocaonegativa o o restar o entrevisto lula pra pra haddad ganhar forçar,0
45791,  tei nao to pronto pra ficar escrever horror preguiçar pensar emocaonegativa,0
45792,tristeza praticamente o família mãe quase votar o coiso emocaonegativa,0
45793,  emocaonegativa umar amigo,0
45794,gente o vezar imaginar o nino e nao imaginar o nino ... emocaonegativa,0
45795,  hoje decepção d jeito tio e umar amigo causar ig literário ficar triste o pessoa pensar votar o coiso emocaonegativa,0
45796,hoje notar coração sentir mal/ destruir amigo triste emocaonegativa,0
45797,votar o haddad d pesquisar emocaonegativa,0
45798,querer o culto melodiar emocaonegativa,0
45799,  eh tao ruim aaaaa emocaonegativa,0
45800,  conseguir feio e errar e magoar o outro emocaonegativa,0
45801,demorar pra responder emocaonegativa,0
45802,kkkkkk verdade emocaonegativa,0
45803,  infelizmente emocaonegativa,0
45804,foto quebrar umar maneiro emocaonegativa,0
45805,e ficar vontade o show e tristeza nao kkkkk lindar o emocaonegativa,0
45806,querer sobrancelha d’ela completar bigode emocaonegativa,0
45807,  chato babar escutar emocaonegativa,0
45808,  amano n acreditar apagar emocaonegativa tbm n achar,0
45809,  porra migar merda o hino umar fracassar emocaonegativa,0
45810,  o bernardinho dever concorrer o algum ano emocaonegativa,0
45811,o jeito q abrir o olho emocaonegativa,0
45812,  o foder o ciro pro segundar turno né emocaonegativa o haddad tá mt o frente d querer ciro ta foder pq o esquerdo unir vontade sair o socar mundo,0
45813,  emocaonegativa af álbum,0
45814,namorar descobrir o avô d votar o salnorabo vei emocaonegativa,0
45815,acabar atypical emocaonegativa,0
45816,  infelizmente emocaonegativa,0
45817,ah nao manir acreditar escrever emocaonegativa,0
45818,  acontecer emocaonegativa,0
45819,  emocaonegativa aniversário o o taeyoung nct,0
45820,  medo o rejeição haddad aumentar o debater o globo bombardear o bonoro né capaz pesquisar o tendência rejeição emocaonegativa,0
45821,pq o q passar tao rapido emocaonegativa,0
45822,  menino apagar querer man emocaonegativa,0
45823,  manir super feliz criança aguentar achar errar emocaonegativa,0
45824,querer emocaonegativa,0
45825,  fudeu moda emocaonegativa,0
45826,ninguém aguentar falar exo ai emocaonegativa,0
45827,eis pfvr emocaonegativa,0
45828,td q precisar abraçar coletivo amigo emocaonegativa,0
45829,  tbm responder emocaonegativa,0
45830,  meninaa apagar querer vekho emocaonegativa,0
45831,querer chapter days emocaonegativa saudade little mo,0
45832,  conseguir pensar algum motivar pra emocaonegativa,0
45833,infelizmente faltar semana seguir o aula glaucia agr precisar frequentemente emocaonegativa,0
45834,  gritar cmg aaaaaa e mentir gt;emocaonegativa,0
45835,  amar emocaonegativa,0
45836,  noto jeito nenhum emocaonegativa trocadeestilos,0
45837,  verdade emocaonegativa,0
45838,  arrumar pf emocaonegativa,0
45839,  amigar sobreviver o o ano complicar emocaonegativa,0
45840,tô mear triste emocaonegativa,0
45841,querer alguém pra assistir kiki delivery service comigo emocaonegativa,0
45842,pqp amar emocaonegativa,0
45843,  olhar super concordar baisbuabdiabsia vinho gelar horar principalmente livrar emocaonegativa,0
45844,desesperar esperar o datafolha amanhã confirmar tendência msm melhor acostumar msm emocaonegativa,0
45845,assunto sério bicho alguém conhecer algum organização alguém bicho ruir doença pra cuidar gatar o ruir esporotricose doença contagioso e tá ruim passar pra gato emocaonegativa,0
45846,vir pra querer namo emocaonegativa,0
45847,simplesmente aguentar sonhar o costelinha barbecue outback emocaonegativa,0
45848,  vcs vir pra belem né emocaonegativa,0
45849,  sl manir cargo publicar o suar area suave achar q o mear corporativo o pessoal chato emocaonegativa,0
45850,triste e saudade emocaonegativa,0
45851,  falir cmg emocaonegativa tao ta né,0
45852,  caro falir ... resolver o passar sábado o médico emocaonegativa,0
45853,ninguém atenção hj emocaonegativa,0
45854,perder casaco adir emocaonegativa gostar deleee,0
45855,  simmm umar deliciar amar horário peno q ano novembro emocaonegativa,0
45856,  n superar q n fortalezar dnv mt sdd vcs emocaonegativa,0
45857,falir comigo emocaonegativa,0
45858,nao emocaonegativa,0
45859,  corpo gelar vir .. emocaonegativa,0
45860,  comer desanimar esforçar e o resultar esperar emocaonegativa,0
45861,caraca querer mocotó hoje ... emocaonegativa,0
45862,ai gente e pesquisar ibope hem começar o pensar o parir decepcionar emocaonegativa,0
45863,entrar extremo vcs gostar pt entender o pt colocar o o bolsonaro pq extremo radicar discursar marino e ciro justamente o acabar eleger o elenao emocaonegativa,0
45864,e quase o culpar emocaonegativa,0
45865,  verdade o pessoa esquecer o eleito precisar apoiar o senado o câmara e governador adiantar eleger presidente base suficiente parir votar o necessário d acabar o mão mdb e centrão ... e nó o emocaonegativa,0
45866,  bad emocaonegativa,0
45867,qria n trouxa emocaonegativa,0
45868,  obg esperar voce conseguir emocaonegativa,0
45869,sdds fortalezar emocaonegativa,0
45870,saudade cabelar emocaonegativa,0
45871,  amigo aoaguei querer emocaonegativa,0
45872,  amar álbum emocaonegativa ahhhh umar saudadinha,0
45873,  tristeza emocaonegativa,0
45874,pular cordo e o vizinhar baixar reclamar emocaonegativa,0
45875,  uhum emocaonegativa,0
45876,  querer emocaonegativa,0
45877,  aff ódio gente emocaonegativa o bicho crescer cheio problema e o família n o pq,0
45878,  ai caro nao esperar d emocaonegativa,0
45879,  tomar coração emocaonegativa,0
45880,tristeza cs go quedo fps emocaonegativa,0
45881,  vc posto coração doer tá acabar emocaonegativa,0
45882,  ai parir falar apresentação ta doer emocaonegativa,0
45883,  emocaonegativa e o pessoa genuinamente achar o gente ta simples posicionamento politicar preocupar nao possivel q nao q o d mt q,0
45884,  ai jhonatas emocaonegativa,0
45885,  querer emocaonegativa,0
45886,pq semirames ta andar triste dia emocaonegativa — falar problema d chegar n e perguntar falir,0
45887,  ninguém emocaonegativa,0
45888,  pq vc n emocaonegativa,0
45889,ps- conhecer ha o emocaonegativa,0
45890,  gt;emocaonegativa,0
45891,  infelizmente emocaonegativa,0
45892,  aaaaaaa emocaonegativa seguro firmar hype,0
45893,chorar mt hoje causar q o médico emocaonegativa,0
45894,  kkkkkkkkkkk esperar p nd emocaonegativa,0
45895,to emocaonegativa ngm fl ok,0
45896,tbm querer emocaonegativa,0
45897,tá namorar o franciele emocaonegativa — noup,0
45898,vc querer proteger existir o mundo pq vc nao merecer passar ruim 😔 👉 💕 esperar algum dia e falar o desejar emocaonegativa abraçar comer ansiar e algum querer escutar ...,0
45899,querer q o arthur ogg o namorar emocaonegativa,0
45900,vc o dopamina — provavelmente emocaonegativa,0
45901,saudade jeon emocaonegativa,0
45902,  obrigar mari mear difícil acreditar n emocaonegativa ❤ ️,0
45903,dia semana vc aula o integral — aula o integral emocaonegativa específico terço semestre passar parar,0
45904,  to o nct life q yuta o japão soq o luca jaemin jungwoo n aparecer nenhum n conseguir reconhecer emocaonegativa o nome causar tl,0
45905,o emocaonegativa,0
45906,  direito dia to estranho emocaonegativa ficar tonto nado e comedir o passar mt,0
45907,pensar comer jungkook incrivelmente talentoso amar gcf ’s filmar suar essencia o bastidor conversar divertir .. simples o o significativo sentir proxima d emocaonegativa,0
45908,ok qro aprender o tocar violino e ukulele o lindo mundo emocaonegativa lindar peno q caro dms,0
45909,  voltar o boulos e o guajajara tá mt emocaonegativa pra mim eleição eh pra votar o gente realmente querer e chance ganhar d arrombar caralho,0
45910,bozo acabar presidente e tô apavorar emocaonegativa,0
45911,  mentir cm emocaonegativa,0
45912,  comer ouvir som o musicbox emocaonegativa,0
45913,impossível n altura campeonato o ciro alcançar o haddad tô triste emocaonegativa,0
45914,errar dia esquecer o blusa frio o carro mãe emocaonegativa,0
45915,querer namorar emocaonegativa,0
45916,  pra né pq emocaonegativa,0
45917,votar o ciro gente tô assustar real emocaonegativa,0
45918,  puta q sidds o mamar emocaonegativa,0
45919,  emocaonegativa acabar o bater o horar kkkk,0
45920,  oi nenê obrigar tweet emocaonegativa precisar atualizar o sábado e cena e escrito lol cobrar obrigar lt;3,0
45921,  sky ficar triste emocaonegativa amar príncipe sergipe,0
45922,triste dia ganhar beijar — peno emocaonegativa o impedir ganhar beijar,0
45923,falto vitaminar b1 emocaonegativa,0
45924,pq tá emocaonegativa,0
45925,  ai simmm colocar outro opção falar pra esperar recuperar to esperançar emocaonegativa,0
45926,  saudade gente o fundamental emocaonegativa voltar pra mim,0
45927,burrice falto noção infantilidade ... infelizmente montão fandom a*my vergonha alheio o sentir emocaonegativa,0
45928,hey duds parir importar o opinião outro incrível ok — aaaa obrigar conseguir emocaonegativa,0
45929,  apoiadora notebook emocaonegativa umnotebookparaleca,0
45930,querer amigar emocaonegativa,0
45931,  o quase ano e emocaonegativa,0
45932,🦋 fc e amor amar conhecer amor pelar tae e pelar exo lindar emocaonegativa gostar 😣 💞 💞,0
45933,ai tae pq vc deixar tao soft emocaonegativa,0
45934,  ue so tava levar umar cocar p voce emocaonegativa,0
45935,assistir o temp emocaonegativa,0
45936,  aff perder o vizinho maneiro emocaonegativa,0
45937,  aaaaaah querer emocaonegativa,0
45938,  sdds emocaonegativa,0
45939,crush seguir êêêê namorar aaaaa emocaonegativa,0
45940,parecer legal caro querer emocaonegativa — aaa manir mó fofar chamar,0
45941,  triste emocaonegativa,0
45942,  ai amor o real obg vdd anjo emocaonegativa e deixar q chamar e q peno q n ninguem pra falar contigoemocaonegativa precisar tb dm ta aberto 💕 💞 vc tb!! ❤ ️,0
45943,o bochecha rosar cheio comido e o cabelo ondular preto ai beber emocaonegativa,0
45944,querer o oportunidade ensinar o mãe o comer mãe filhar dever criar caro e amor emocaonegativa,0
45945,fg- ‘ ’ o o fisk unir ninguem separar ’ ’ falir o verdade to esperar pra o babar e gostar mt ti to atar triste ja ta acabar e dosar semanal bobeira emocaonegativa,0
45946,  poxa emocaonegativa,0
45947,  aaaaa deus to semana provar emocaonegativa conseguir descer 💝 💖 💞 💝 💞 💗 💓 💖 💖 💕,0
45948,  amar filmar emocaonegativa assistir preto e branco achar,0
45949,bue triste pq o família gostar q arrotar emocaonegativa,0
45950,terceirar emocaonegativa,0
45951,n umar gota d alcool q ja qr beber sdds mnh príncipe d emocaonegativa q marcar d sair mozao amar mtao,0
45952,o outro vezar ficar tb e assistir nado emocaonegativa,0
45953,  weona lindo emocaonegativa,0
45954,querer o picar e fase pra participar inktober emocaonegativa,0
45955,  emocaonegativa esperar q o vc melhorar,0
45956,  haver rolar querer pt emocaonegativa,0
45957,  ficar triste du emocaonegativa,0
45958,to sacar cheio pra comemorar aniver ligação receber gente comer o pessoa coração ruim emocaonegativa,0
45959,  tbm viver vc emocaonegativa migar pelar vc dinda kkkkkkkkk,0
45960,amar o namorar emocaonegativa,0
45961,  sair país emocaonegativa chorar,0
45962,cogiendo suave soprano pa o acabar emocaonegativa,0
45963,  jeito ariano explodir emocaonegativa querer conscientizar pessoa eh quase impossivel d ..,0
45964,  contar dia vc sentar comigo e chorar kkkkkkkkkkkkkk emocaonegativa,0
45965,hoje superar o morte tadashi emocaonegativa,0
45966,  incrível valtinho jamais pensar emocaonegativa,0
45967,querer caro emocaonegativa,0
45968,  tomar litrão voltear b emocaonegativa,0
45969,  acreditar haver abstenção emocaonegativa,0
45970,  favorito emocaonegativa bbzinho crise thesong idol bts pcas,0
45971,achar o panettone salvar d livrar mim ♥ o pelar unfollow d chorar emocaonegativa,0
45972,  conseguir recuperar o alterar o datar id kkkkkk marcar comer reclamação colocar o datar aniver errar ai mandar umar foto id colocar algum outro opção nao comer mudar emocaonegativa,0
45973,  mandar baaaad emocaonegativa,0
45974,tá vir emocaonegativa,0
45975,  ai amigar pensar emocaonegativa,0
45976,amo nado suar mentiroso gt;emocaonegativa,0
45977,  ai amg emocaonegativa passar forçar ... oq acontecer ne,0
45978,saudade sentir emocaonegativa,0
45979,  conhecer curling dsclp emocaonegativa,0
45980,mg apaixonar ti lindo e querer mim amar aproximar ano e sentir sdd ano q vir emocaonegativa,0
45981,hoje príncipe ano tá crescer rápido emocaonegativa,0
45982,ah manir eunha emocaonegativa,0
45983,querer umar tatuagem n achar nenhum massa pra emocaonegativa,0
45984,  aaaaaaaaaaaa emocaonegativa ficar negar,0
45985,hoje ruffles amigar e chamar boulos emocaonegativa,0
45986,  that ’s cool igual emocaonegativa,0
45987,  migar e restar tô dúvida emocaonegativa,0
45988,  lindar emocaonegativa,0
45989,  o saudade emocaonegativa,0
45990,spu fã ana e n gostar d levar o prato pro sandro lavar ta humilhar o caro .. ai n emocaonegativa afazenda10,0
45991,  oi querer o foto emocaonegativa,0
45992,tá ruir e o começar emocaonegativa,0
45993,  ferrar emocaonegativa,0
45994,  porraaaa quw saudade vc emocaonegativa 💗 💘 💓 💓 💗 💗 💘 💓 💖 💖 💕 to pro fort aaa,0
45995,animal estimação — querer mt emocaonegativa,0
45996,☣ ️ aaaa conhecer emocaonegativa,0
45997,segundar turno dia entregar trabalhar conclusão cursar pelar sofrer preocupar faculdade emocaonegativa,0
45998,o foto querer amigo tirar emocaonegativa,0
45999,  nao guento migar to o limitar emocaonegativa,0
46000,  ai casseta kkkkkk casar segundar turno votar meninaaa tava vídeo castanhari hoje o planar governar boulos incrível bichar comer embaixo emocaonegativa,0
46001,  oooooooooo emocaonegativa tadinhu,0
46002,  sdds emocaonegativa,0
46003,saudade emocaonegativa,0
46004,amar o universo emocaonegativa,0
46005,irmão crescer rápido emocaonegativa,0
46006,  same votar o haddad ciro emocaonegativa,0
46007,aaaaaaaaaaa querer trazer o mário pra casar pra cuidar emocaonegativa asaventurasdepoliana099,0
46008,tava pensar faltar amanhar infelizmente to limitar falto n emocaonegativa,0
46009,precisar alguém comigo pro show skank emocaonegativa,0
46010,  infelizmente morar cidade pequeno emocaonegativa,0
46011,  arrependido aceitar empadão dia emocaonegativa,0
46012,gente emocaonegativa lula apoiar o o ciro caralhoooooooooo,0
46013,  vc bengala emocaonegativa,0
46014,umar surpreso deixem-me feliz o precisar emocaonegativa,0
46015,  querer ficar pobre nao o rugg emocaonegativa,0
46016,querer recomeçar vidar ta mt errar emocaonegativa,0
46017,sofrer macho valer o peno e assistir o vasco emocaonegativa sofrimento merecer,0
46018,sdds united emocaonegativa,0
46019,  nao o hortar emocaonegativa,0
46020,  tô sofrer obrigar querer ajudar emocaonegativa,0
46021,  nao vir amor desculpar emocaonegativa passar o dia estudar conseguir tô estressada,0
46022,amar o daniel emocaonegativa likelaleyenda ❤,0
46023,  tava torcer p falar q alguém passar emocaonegativa,0
46024,família ignorar emocaonegativa,0
46025,  mundo q votar o bolsar votar o wilson levar emocaonegativa votar n,0
46026,dever escrever idiota o testo emocaonegativa,0
46027,  falir cmg emocaonegativa oi,0
46028,o amor lindar emocaonegativa,0
46029,  sdds emocaonegativa 😍,0
46030,querer umar amizade squad n pra o excluida grupar emocaonegativa,0
46031,  to decepcionar emocaonegativa,0
46032,varios nct lifes varios o q o tailandia aparecer o hansol hoje dia n ta o sm emocaonegativa,0
46033,kkkkkk contar o avô namorar conseguir o chifrar antecipar kkjjkkkkk foder emocaonegativa,0
46034,sentir insuficiente horrível emocaonegativa,0
46035,emocaonegativa precious soft angel,0
46036,conseguir achar o thread memes emocaonegativa — link,0
46037,vir emocaonegativa,0
46038,  precisar abraçar gente emocaonegativa,0
46039,  mano vir dnv e to chorar o cabrito pelar vir ta grávido emocaonegativa,0
46040,pq q o halloween po q sábado — o gente pra nao emocaonegativa,0
46041,p deixar besta emocaonegativa,0
46042,  sério incrédulo o bolsonaro notícia ruim o semana e crescer e o outro estagnar complicar ... :-(,0
46043,  umar peno n o dever reconhecimento emocaonegativa,0
46044,custar emocaonegativa,0
46045,pq certar emocaonegativa,0
46046,  to amor emocaonegativa,0
46047,  vc mundinho emocaonegativa,0
46048,  emocaonegativa acontecer msm it rly rly rly sucks ja sentir tb o gnt superar .. confiar vc pfvr nao deixar tornar insuportavel,0
46049,  amar emocaonegativa pra merecer,0
46050,caro o moral deixar extremamente triste pq comer caro estudar o bíblia e sugerir membro votar caro pregar totalmente o contrariar jesus emocaonegativa,0
46051,marico verdad vaina parir difícil emocaonegativa,0
46052,vc cuidar mundo doente tbm emocaonegativa,0
46053,  hahahahahahah gostar bue d emocaonegativa,0
46054,  infelizmente emocaonegativa o esquerdo dividir votar,0
46055,ok kim namjoon caranguejinhos o fofo d mundo dúvida emocaonegativa namjoonamacaranguejinho,0
46056,  af importar o história ain emocaonegativa,0
46057,  ai fadx o menino apagar o tweet emocaonegativa,0
46058,  desculpar preferir brócolis emocaonegativa,0
46059,tô triste o jennifer falar desenhar tá parecer lago sujeira emocaonegativa,0
46060,  querer emocaonegativa,0
46061,o emocaonegativa,0
46062,querer internet casar emocaonegativa,0
46063,  ficar sofrer emocaonegativa,0
46064,  bebelas to :-( haddad x lixar o segundar turno o nordeste inteirar tá pesar o haddad imaginar to chocar,0
46065,ah querer piercing emocaonegativa,0
46066,oiiii pero o emocaonegativa,0
46067,  siiim ta parecer normal to preocupar emocaonegativa esperar,0
46068,  aaaaaii q anjo q emocaonegativa,0
46069,  ... ficar triste emocaonegativa,0
46070,quase comer o loteria 3.50 pra apostar n emocaonegativa,0
46071,caralho mano sentir vc lidar emocaonegativa,0
46072,ai pelar amor emocaonegativa o louis nao merecer,0
46073,  comer conseguir polly emocaonegativa,0
46074,  comer varios o família decepção umar tio nao parente sangue padrinho irmão cuidar mim criança admirar compartilhar umar publicação o fb o coiso emocaonegativa,0
46075,sdds piercing emocaonegativa kkk,0
46076,bar :-( e5d03899-e7d2-472b-a57c-fff7eff2829f,0
46077,to precisar o liberdade emocaonegativa,0
46078,  ah emocaonegativa,0
46079,querer estudar parir o enem ... fácil emocaonegativa,0
46080,vácuo pq gostar pessoa pq sentir to incomodar emocaonegativa,0
46081,  amar gifzinho emocaonegativa,0
46082,conseguir concretizar algum objetivos ano — emocaonegativa,0
46083,sdd blog emocaonegativa,0
46084,o cabra emocaonegativa,0
46085,  esperanca n aula amanga emocaonegativa,0
46086,  mds kkkk to emocaonegativa e querer o cu,0
46087,to afastar querer emocaonegativa,0
46088,comer dia — cansativo amor emocaonegativa caro,0
46089,porra mulherão porra gostoso also porra lixar o cama ahh emocaonegativa,0
46090,querer assumir pros pai seriar motivar pra brigar e o pé paia emocaonegativa,0
46091,meundeus ceu emocaonegativa,0
46092,  n to acostumar pau emocaonegativa,0
46093,so o live mumum amanhã emocaonegativa,0
46094,tristona o ibope hoje emocaonegativa,0
46095,  sdds lolo emocaonegativa,0
46096,querer umar namorado pra tirar foto emocaonegativa,0
46097,  dever emocaonegativa,0
46098,  achar estranhar tb bonito emocaonegativa,0
46099,o tml e achar mto top eh emocaonegativa — ai mds obrigar seriaoooo 😔 💗 ❣ 💖 💙 ❣ 💜 💜 ❣,0
46100,  chorar emocaonegativa vc melhor q q derrubar,0
46101,sentir tao desconfortável surgir boato fundamento sobrar o menino conseguir imaginar comer sentir constrangido vontade proteger o pessoa mundo emocaonegativa,0
46102,  ... brigar ibope hoje ... emocaonegativa,0
46103,  aahh esquecer d presepada ai poxa emocaonegativa,0
46104,bia noite .. emocaonegativa,0
46105,ai deus emocaonegativa alguém adota beber,0
46106,  haha acreditar achar o fofo emocaonegativa ficar feliz pelar elogiar 💌 💕,0
46107,bar :-( e5d03899-e7d2-472b-a57c-fff7eff2829f,0
46108,o jeito o jungwoo falir to soft gt;emocaonegativa,0
46109,querer o o arraial ngm emocaonegativa,0
46110,  decepcionar nó emocaonegativa,0
46111,pedir nado pra ngm emocaonegativa,0
46112,zuar o minar o trampo levar advertência o certo emocaonegativa,0
46113,conseguir desenhar completar dnv forçar braço pq aquarela e ja ficar doer manir af emocaonegativa,0
46114,  chorar pq pro show emocaonegativa,0
46115,  cansar e o bad emocaonegativa,0
46116,  acabar emocaonegativa e foto hajsjskks,0
46117,  saudade mor emocaonegativa,0
46118,o acabar destruir emocaonegativa,0
46119,  ficar d jeito mesmoa kkkkkkkbsksjak o mudar empregar e infelizmente horário impedir estudar emocaonegativa,0
46120,  ad emocaonegativa,0
46121,  celular fdp gt;emocaonegativa,0
46122,  ajudar n regredir o borda emocaonegativa,0
46123,o bozo ganhar perder o liberdade conquistar ano emocaonegativa,0
46124,  olhar soh vc matar o tartaruguinha emocaonegativa,0
46125,conversar mãe vídeo chorar saudade vontade largar e correr encontrar emocaonegativa,0
46126,casar ninguém puxar emocaonegativa/ imaginar o olhar d azul vó scrr top kkkkk,0
46127,tô pagar colação grau festa formatura o diabo o formar k emocaonegativa,0
46128,tao triste alguem mandar correar anonimo?emocaonegativa,0
46129,  meter o faca o normal imaginar cdb emocaonegativa poxa costumar pra sp,0
46130,  emocaonegativa mundo esquecer aparentemente,0
46131,preparar pra toy story lembrar ficar triste emocaonegativa,0
46132,ai manir querer emocaonegativa,0
46133,  tratar votar nulo e o votar branco comer umar formar protestar o verdade o gente nao adiantar nado protestar emocaonegativa,0
46134,  ah nao emocaonegativa precisar eleitor cirinho adorar o versão catalão inominável rs,0
46135,  o acontecer theus emocaonegativa,0
46136,achar q o bozo ganhar bichar emocaonegativa,0
46137,  poxa emocaonegativa,0
46138,trabalhar pra pagar o inteiro estudar kskskaks emocaonegativa,0
46139,acabar friends emocaonegativa,0
46140,saudade contemporâneo emocaonegativa,0
46141,  poxa lauren nó tbm querer emocaonegativa the monia noexpectationspremiere,0
46142,doer suportar o paz o vidar longo e querer emocaonegativa,0
46143,o q tirar parir falar o jungkook emocaonegativa,0
46144,dinheiro iriar pro bar emocaonegativa,0
46145,o brasil matar coração emocaonegativa,0
46146,começar o tocar 11:11 chorar kkkkk ai emocaonegativa,0
46147,  jurar querer confiança emocaonegativa,0
46148,odiar amigo ficar juntar emocaonegativa,0
46149,querer vegetariano gostar hambúrguer emocaonegativa,0
46150,carai terminar o temporada bojack emocaonegativa,0
46151,  querer emocaonegativa,0
46152,comprar cel hj mínimo entregar eh dia q kkkkk emocaonegativa,0
46153,  emocaonegativa,0
