,tweet_text,sentiment
3703,bar :-( ca0f165a-1bdf-4d7b-929e-a12b97a40670,0
3704,viajar o visitar 🕰 🛩 — o o pando e pensar adulto fixar emocaonegativa,0
3705,e house sair netflix dia setembro emocaonegativa nao conseguir rever o s7 lixar,0
3706,chorar cunhar emocaonegativa,0
3707,deus chorar ............ emocaonegativa,0
3708,  querer tá emocaonegativa,0
3709,querer emocaonegativa,0
3710,  emocaonegativa po manir dia,0
3711,  tristeza emocaonegativa,0
3712,  querer ... emocaonegativa,0
3713,dor emocaonegativa,0
3714,  cair novamente ... emocaonegativa,0
3715,  mentir emocaonegativa,0
3716,  brasil is so far emocaonegativa,0
3717,  o emocaonegativa o vc vir,0
3718,  corja pra caro emocaonegativa,0
3719,  e ficar chatear vc pq vc amor a emocaonegativa,0
3720,sério /:/ emocaonegativa,0
3721,machucar caro nao perceber auto estimar eh quase negativo dia soltar umar nao comer pra nao engordar vc ta solteiro preciso manter o formar pra alguem querer rir o horar o fundir tao emocaonegativa,0
3722,  emocaonegativa,0
3723,querer suar amigo vergonha emocaonegativa — recomendar querer vir preciso vergonha amore,0
3724,to triste o mulher q o leito ap mamãe o hospital abortar espontâneo e o criança algum emocaonegativa,0
3725,querer direto pra icaraí emocaonegativa,0
3726,  votar o outro opção emocaonegativa tô sentir horrível pra óbvio,0
3727,  auau bê emocaonegativa,0
3728,carente emocaonegativa,0
3729,  falar nado ... perguntar falar emocaonegativa,0
3730,ai chorar emocaonegativa,0
3731,  caraio irl emocaonegativa,0
3732,aprender pf emocaonegativa,0
3733,mainha hj emocaonegativa,0
3734,querer setor emocaonegativa,0
3735,  emocaonegativa,0
3736,  poxaaaa emocaonegativa,0
3737,saudade momo emocaonegativa,0
3738,finalmente o quarteto falar emocaonegativa,0
3739,querer emocaonegativa milasafterparty,0
3740,  umar história cruel ... emocaonegativa,0
3741,  preciso agradecer neném ♥ cê conseguir ajeitar pelar esperar emocaonegativa tá o tédio tá espancar ... querer matar comer bolar chocolate,0
3742,chatear pq o marcelo e o gabriel jogar emocaonegativa,0
3743,querer conhecer loona emocaonegativa,0
3744,o humanar precioso emocaonegativa,0
3745,gato machucar o pato e ficar e gemer dor doi emocaonegativa,0
3746,  ler emocaonegativa comprar pra ler pq ficar apaixonar o filmar,0
3747,o escola ta quase o começar emocaonegativa,0
3748,  morar o brasil emocaonegativa,0
3749,  comer webtodo webseu emocaonegativa,0
3750,  tô choroso emocaonegativa,0
3751,o rechear brigadeiro morangar e brigadeiro e botar emocaonegativa,0
3752,ta ai pq passar sermão e explicar trocentas x pros pai pq o cuidar redobrar quand adotam gto e criança pequeno :-(,0
3753,camila amor morar o brasil emocaonegativa milasafterparty,0
3754,  to triste emocaonegativa,0
3755,simplesmente vir o guilherme sábado domingo terço e hj tá judiação emocaonegativa,0
3756,homem beber emocaonegativa,0
3757,  tb amar td o q queimar ficar cru emocaonegativa,0
3758,  manjericão sofrer jeito emocaonegativa ta o cotoco,0
3759,  q vc querer nyc emocaonegativa,0
3760,bué marcar o pelar causar acne emocaonegativa,0
3761,tá pensar morar irmão emocaonegativa — morar,0
3762,:-( odiar ficar menstruar pq sentir vontade matar mundo e caro pedir desculpar,0
3763,o caco barcellos umar palestrar piracicaba amanhã graça e querer pra emocaonegativa,0
3764,  amar emocaonegativa,0
3765,tradução “ primeiramente umar selca .... emocaonegativa 😎 🧐 😭 😢 👍 ” cr brazil loves bts,0
3766,  sentir mó saudade emocaonegativa,0
3767,deus amar emocaonegativa,0
3768,tô triste emocaonegativa,0
3769,  amar emocaonegativa,0
3770,sextou cevar busão hj emocaonegativa,0
3771,  anjo emocaonegativa amar emocaonegativa,0
3772,  anão tô triste pq esquecer exptk emocaonegativa,0
3773,eis amar — tbm amar emocaonegativa,0
3774,amar o camila emocaonegativa,0
3775,arrumar crush o ônibus emocaonegativa,0
3776,ai querer pra casar amigo gostar // to emocaonegativa,0
3777,querer mudar colégio emocaonegativa,0
3778,to sentir antar scrr emocaonegativa,0
3779,afinal o brunir conseguir voltar o presidente justar emocaonegativa,0
3780,  querer emocaonegativa,0
3781,  ficar triste amor emocaonegativa vário beijo pra ficar feliz,0
3782,chegar morrer fome carnar o macarronada emocaonegativa,0
3783,to cortar mei cabelar emocaonegativa,0
3784,o amor vidar emocaonegativa falar horar o quão sortudo o bbc encontrar anjo comer o haseul pra loona e comer lider haseul amar vidar 😣,0
3785,  emocaonegativa triste pelar seg e 🤩 🤩 🤩 🤩,0
3786,bar :-( f50c534e-7a57-4e87-9aa2-a16e3801fb05,0
3787,odiar bicho falar manchester manir ficar triste chorar mds gente querer abraçar emocaonegativa,0
3788,  aaaaaaaaa esperar o beber nado d emocaonegativa e pestinha hein okahajav fofar,0
3789,  mentir emocaonegativa,0
3790,parecer q vô q interagir treinador cuzao hj emocaonegativa,0
3791,tempão postar nado o instagram dazartss emocaonegativa,0
3792,to desconfiar o mirio aparecer n season bnh emocaonegativa,0
3793,tristeza rolar comum comigo e conseguir entrosar — emocaonegativa dia o gente jeito encontrar e entrosar,0
3794,o vizinho barulhento emocaonegativa,0
3795,certar vcs doar umar cordo e violão parir mim emocaonegativa,0
3796,  kkkk to cuidar gato emocaonegativa castrar,0
3797,o vídeo siyeon cantar umar paz o coração emocaonegativa querer mundo pra menino brincadeira n deixar baitola amar o siyeon emocaonegativa,0
3798,sortir love emocaonegativa,0
3799,  o nao emocaonegativa,0
3800,  nado o localização b emocaonegativa,0
3801,saudade naruto emocaonegativa querer assistir o o decepcionante mundo kishimoto chacota,0
3802,  triste e ti emocaonegativa tweet e rt,0
3803,manir o jaehyun tá mt lindar cabelar aaaa comer emocaonegativa,0
3804,olhar sorriso forçar ... seriar capaz fingir feliz triste seriar capaz fingir forte machucar emocaonegativa ~jimin anjo ♥,0
3805,  emocaonegativa sera seriar o descrição pra built to spill,0
3806,pleno o noite tomar sopa emocaonegativa sopa nao jantaaaaaaaa,0
3807,  dentista pelar planar dentário pelar sisar extração particular e granir parcelar emocaonegativa,0
3808,querer sorvetinho cairu emocaonegativa,0
3809,  o dia emocaonegativa,0
3810,coração ta doer emocaonegativa,0
3811,saudade d emocaonegativa emocaonegativa,0
3812,  bater umar dor coração arrependimento kkkk tirar o pra comer o dia emocaonegativa,0
3813,  égua amigo deus céu emocaonegativa,0
3814,  achar sonhar comprar pc o terabyte o black friday acabar td caro emocaonegativa,0
3815,  hj 60.000 umar pequeno fortuna pra ganhar salário mínimo emocaonegativa,0
3816,  aaaaaaaaaaaa cute tb querer emocaonegativa,0
3817,pessoa ajudar mundo suar pesquisar indicar interessante parir virar artigo alguém comigo ... emocaonegativa,0
3818,saudade passar o dia o flr c o miguel ultimamente falar emocaonegativa,0
3819,  tava maluco kkkkkkkkk vcs emocaonegativa,0
3820,  mt giro e super fofo o festa batalhar e n cmg emocaonegativa lindo,0
3821,tava achar q lindo pq mundo tava olhar olhar pro espelhar e lembrar espinhar enorme q aparecer emocaonegativa parecer piercing,0
3822,to feliz e medo o o emocaonegativa,0
3823,  querer sair comigo emocaonegativa vamosmatarasaudade,0
3824,  hoje o vitrola o noite emocaonegativa tbm auhauah,0
3825,sonhar príncipe conseguir desabafar pessoa o o redor o medo julgar emocaonegativa obrigar amigo virtual existir,0
3826,gente emocaonegativa,0
3827,eh fofar ne gente ... emocaonegativa,0
3828,  conseguir virar trabalhar emocaonegativa,0
3829,calling all skeletons o melhor músico alkaline trio cade o versão discar o spotify emocaonegativa,0
3830,sentir amor emocaonegativa,0
3831,  aaa amor amar emocaonegativa,0
3832,  crl emocaonegativa,0
3833,marcar pra amanhã trampo e conseguir lembrar ferrar o emocaonegativa,0
3834,  emocaonegativa,0
3835,comer passar umar semana o bia emocaonegativa,0
3836,e passar ano namorar namorar emocaonegativa,0
3837,  pôr verdade emocaonegativa,0
3838,  carambaaa migar q vidar gado :-( pelar menls dinheiro ne,0
3839,  sad emocaonegativa continuar denunciar e torcer,0
3840,o unhar maravilhoso sair casar parir o exibir emocaonegativa,0
3841,voltar o ouvir o sweetener e o opinião continuar o fraco emocaonegativa,0
3842,o pelar douradinha emocaonegativa sol precioso,0
3843,  agressivo emocaonegativa,0
3844,ok calor voltar frio emocaonegativa,0
3845,tava deitar o cama e ouvir umar voz igual o guilherme sair correr o sacar pra emocaonegativa,0
3846,gonê ret tá pika traduzir ficar umar merda emocaonegativa,0
3847,  odiar ficar mto triste emocaonegativa,0
3848,querer o cinema hoje emocaonegativa,0
3849,esquecer alergia o gatar e o phoebe ficar esfregar o pescoço tá vermelhar e coçar emocaonegativa,0
3850,e o coração pq pelar jeito cuidar direito coitado emocaonegativa,0
3851,assedioéhabitonopensi estudar conhecer algum pessoa sentir emocaonegativa,0
3852,absurdo o som tá agradável emocaonegativa,0
3853,acreditar o caro acabar o caô morrer sad emocaonegativa,0
3854,tá vergonha postar o foto abs gente emocaonegativa posto amor posto vc sentir segurar,0
3855,  bilião trilhões emocaonegativa,0
3856,  saudade emocaonegativa,0
3857,emocaonegativa,0
3858,cadê o arrobar apaixonar days pra match comigo e trocar fanarts e teoria days e amiguinhxs culpar days emocaonegativa,0
3859,querer emocaonegativa peno arregado o horar,0
3860,  querer emocaonegativa,0
3861,  depender portar empresar e vago conseguir atender o o ofertar mão-de-obra pcd emocaonegativa,0
3862,gostar vídeo emocaonegativa vídeo deletado,0
3863,ai quantum falto to saudade emocaonegativa,0
3864,precisar sair casar pra resolver umar pq achar o sortear rápido emocaonegativa,0
3865,  poxa emocaonegativa,0
3866,  emocaonegativa,0
3867,  olhar querer e o amigo net emocaonegativa,0
3868,d ta o lindo :-(,0
3869,tô vontade comer o bolar xícara q o medina pedir vezar pra e tá pra vontade emocaonegativa,0
3870,gente precisar caro emocaonegativa,0
3871,gostar vídeo emocaonegativa vídeo deletado,0
3872,infelizmente tava o aula e nao conseguir o live emocaonegativa esperar colocar o vlive,0
3873,  caraca jú o emocaonegativa,0
3874,vc merecer o mundo amor emocaonegativa,0
3875,o chromas ashe lulu melhorar mudar o skill emocaonegativa,0
3876,  kkkkkkkkkkkkkkkkk emocaonegativa brigar,0
3877,  yeuuuuu dasar emocaonegativa,0
3878,  falar p limeira emocaonegativa,0
3879,n qro pra aula querer ficar tocar emocaonegativa,0
3880,  emocaonegativa to amar o leão,0
3881,  conseguir vestir emocaonegativa o sonhar acabar certar,0
3882,  puto bora ficar emocaonegativa,0
3883,o franjar estressa to apaixonar emocaonegativa,0
3884,umar gostar o emocaonegativa,0
3885,  o emocaonegativa,0
3886,frio emocaonegativa,0
3887,vir sos árvore escrever murar pensar caramba q umar organização q plantar árvore treco pra cortar árvore emocaonegativa,0
3888,  comigo lai emocaonegativa mexer dustin ficar emotivo,0
3889,so querer namorado jogar lol e d skin emocaonegativa,0
3890,maldizer sorteos ganir nado emocaonegativa,0
3891,perder emocaonegativa,0
3892,tristeza dia conseguir treinar hoje emocaonegativa,0
3893,to vender rack alguem interessar nao ta emocaonegativa,0
3894,  kkkkkk foder dino emocaonegativa,0
3895,  ta dificil né emocaonegativa,0
3896,amigo surpreso pra mim hj chegar animadona casar e receber montar notícia ruim e agr o clima ta pesar emocaonegativa senhor,0
3897,bue triste mudar casar emocaonegativa o merda casar o pequeno lmao,0
3898,  infelizmente emocaonegativa,0
3899,único mim presto umar merda deus merecer emocaonegativa,0
3900,amanhar o ultimar dia praia emocaonegativa,0
3901,ai guri tô morrer sono e triste querer ficar dormir hoje o melhor aula semana o professorar gostar emocaonegativa,0
3902,brasil cair umar emocaonegativa comer traze-los estádio mostrar presença esperar q n comeback mostrar o itunes spotify youtube streaming comer vender iheartradiommvas ffgroupbts mmvas stream epiphany 🍰 🔗,0
3903,  eeeee adamina gorar muamelee emocaonegativa,0
3904,  afff sentir emocaonegativa,0
3905,  matar comer o duplo steven e dustin emocaonegativa,0
3906,o o mundo emocaonegativa,0
3907,  falir b emocaonegativa,0
3908,e proibir o fogo artifício parir o festa o terra emocaonegativa,0
3909,needa go to o bailé asap emocaonegativa,0
3910,  sacanagem nois manir emocaonegativa,0
3911,tio amanhã ceder emocaonegativa,0
3912,ai amar o sicheng emocaonegativa,0
3913,foder eh frio emocaonegativa,0
3914,saudade amor emocaonegativa,0
3915,  sobrar par emocaonegativa,0
3916,  emocaonegativa lindo,0
3917,enamoré nam arar you human toar emocaonegativa,0
3918,  amor emocaonegativa amar,0
3919,  lindo cê tá sumidissima emocaonegativa,0
3920,pássaro falar q morrer e triste falar pra pra q ficar voar ai falar fato parir o pessoa emocaonegativa,0
3921,  encontrar emocaonegativa estudar o freguesia e provavelmente casar professorar hahaha caro tá o topar tts,0
3922,querer o escola hoje emocaonegativa,0
3923,  saudade emocaonegativa,0
3924,  drogar emocaonegativa,0
3925,  melhor emocaonegativa,0
3926,hoje emocaonegativa,0
3927,grigor :-(,0
3928,  porra irmão emocaonegativa melhorar,0
3929,ja o sensação o o nao eh tao importante pra pessoa comer antar emocaonegativa,0
3930,  aff amar emocaonegativa,0
3931,  emocaonegativa to preocupar queimadura ta feio dever doer,0
3932,provocar emocaonegativa,0
3933,  o cartão emocaonegativa,0
3934,tbm n pq emocaonegativa — falar,0
3935,ficar soft emocaonegativa,0
3936,  nao lançar aindaaa emocaonegativa,0
3937,merecer amor mundo emocaonegativa,0
3938,ah tô medo ficar apaixonar 🙃 emocaonegativa,0
3939,  emocaonegativa emocaonegativa emocaonegativa,0
3940,ligar o whats ignorar emocaonegativa — encher sacar,0
3941,oiii .... saldade o verdade morrer saldade converso abraço ... ... — emocaonegativa falir dorzinha o coração manter o escondido ta mat ...,0
3942,  heala emocaonegativa sabar nil emocaonegativa,0
3943,  ficar triste q querer stanear achar q gotar e eels sao mt amigo stray kids n conseguir emocaonegativa,0
3944,tá virar crime branco ... emocaonegativa,0
3945,  passar pomada e emocaonegativa o questao comer queimar,0
3946,  cristalzinho inverter nao emocaonegativa,0
3947,so querer livríneos pedrar siqueira chegar hoje emocaonegativa,0
3948,  sortir aff n to jogar dia emocaonegativa,0
3949,  emocaonegativa o querer o cachorro e estação,0
3950,  o problema dormir concha q q amanhar concha kkk emocaonegativa,0
3951,  af aula hoje emocaonegativa,0
3952,  hahahaha to rir gif ja pensar mto fresco comido emocaonegativa sepa ficar mto fudida saudar pq nao comer qse nado etc,0
3953,vc namorar — nao emocaonegativa,0
3954,  nao emocaonegativa,0
3955,querer adotar cachorrim e o nome d gui emocaonegativa,0
3956,  seriar sonhar amar menino falto o dinheiro emocaonegativa,0
3957,desculpar block seguir seguir voltar emocaonegativa,0
3958,  af emocaonegativa e amanhã,0
3959,quebrar deus to chorar emocaonegativa,0
3960,  aguentar umar hora emocaonegativa querer ficar vc,0
3961,  ah fácil fácil queimar o nuca cabelar pra cobrir emocaonegativa provavelmente o angeles,0
3962,querer menino emocaonegativa,0
3963,  o senhor claramente senil mentalmente desequilibrar falar merda o quantidade gente bater palmar pra malucar dançar ... :-(,0
3964,taetae merecer emocaonegativa,0
3965,belo dia pro pneu furar bostar emocaonegativa,0
3966,háblaleee — o emocaonegativa,0
3967,  querer emocaonegativa,0
3968,  ai camila pq morar o brasil mulher emocaonegativa triste,0
3969,  crer querer trançar emocaonegativa kkkk,0
3970,tadinha b emocaonegativa,0
3971,  tá caro o euro emocaonegativa comprar o passagem o comedir ano conseguir umar promoção e sair contar,0
3972,hoje explorar o tampar frasco vidar emocaonegativa,0
3973,  ah deus obrigar verdade deixar feliz emocaonegativa,0
3974,  chamar o primo ne,0
3975,beber emocaonegativa,0
3976,olhar mão o cintura caro emocaonegativa lovebychanceseries,0
3977,💗 heyhey amor esperar umar ótima tardar sentir ativa~ chegar cansar escola emocaonegativa formar cuidar beber água e alimentar amar,0
3978,  oq emocaonegativa -dav,0
3979,  querer transando emocaonegativa,0
3980,querer trocar folgar pra dia to q nao rolar emocaonegativa,0
3981,p churrasco casar hj emocaonegativa,0
3982,  tarar tarar tarar emocaonegativa,0
3983,o praia o mãe e n dia umar super onda acabar molhar o praia n umar amigo lembrar desculpar emocaonegativa lembrar o nome d falir enfim,0
3984,o álbum ariano ótimo pra ouvir deitar o cama to o cama emocaonegativa,0
3985,camila ganhar o prêmios vma e tá agradecer o casar perder amar mulher comer expressar emocaonegativa,0
3986,n conseguir emocaonegativa,0
3987,  tweet disponível emocaonegativa,0
3988,  ai q rico kkk to trocar pra emocaonegativa vc curtir,0
3989,  sortudo amar emocaonegativa,0
3990,acreditar q o personagem série desistir emocaonegativa,0
3991,oh deus tadinha príncipe emocaonegativa mmvas iheartradiommvas ffsinglenotears,0
3992,  aaaa emocaonegativa obrigar,0
3993,  deus monaaa foder emocaonegativa melhorar,0
3994,  anotar interessar ta dificil encontrar garotar emocaonegativa,0
3995,  hahaha total e o gente fato preciso armar umar po morar pra caramba emocaonegativa o replace,0
3996,e o brasil emocaonegativa,0
3997,  emocaonegativa justicia parir chuck,0
3998,hoje comprar pelar o vidar ganhar emocaonegativa,0
3999,querer chocolate pelar ficar emocaonegativa,0
4000,tô triste filmar mulan o mushu emocaonegativa,0
4001,lenir lolla realmente verdade achar to sentir falto umar bandar indie pop indie emocaonegativa,0
4002,  desculpar babar emocaonegativa,0
4003,dolor emocaonegativa,0
4004,  o dani montageeeemm jhkjgkfhsjgf tava caro atriz pornô emocaonegativa,0
4005,  levar unfollow pensar q preto emocaonegativa,0
4006,  leo to c dor garganta e conseguir o aula d manhã hj to melhor c medo d piorar sair o noite emocaonegativa,0
4007,  to conseguir engolir emocaonegativa,0
4008,tô triste pesadelo estragar sono emocaonegativa af,0
4009,reprover emocaonegativa,0
4010,  to casaaaa emocaonegativa,0
4011,  tbm querer mexer cmg emocaonegativa,0
4012,  tá doente emocaonegativa,0
4013,  ó dó dengo esquecer d emocaonegativa,0
4014,assistir vídeo minuto emocaonegativa,0
4015,💌 esperar o jiwoo bem~ algum aparecer sentir falto pitica hihi amar amar doer ... esperar saudável parecer magro o teasers emocaonegativa,0
4016,tá o gente ficar emocaonegativa,0
4017,  mãe e tio superar o ivan emocaonegativa,0
4018,emocaonegativa,0
4019,  contar pq tá triste emocaonegativa,0
4020,nao ha sephora coimbra emocaonegativa,0
4021,  bad emocaonegativa,0
4022,  publicalo emocaonegativa,0
4023,o black morrer emocaonegativa paz suar almo emocaonegativa,0
4024,  aaa querer o foto emocaonegativa,0
4025,  aaaa graça querer ajudar campanha o conversão pra dolar foder emocaonegativa,0
4026,renatta tá brigar cmg pq p escola emocaonegativa,0
4027,  noticiar lula ficar esperançoso emocaonegativa,0
4028,  grau alto quase miopia e astigmatismo nao convenio emocaonegativa,0
4029,famosinha curiouscat comer paciência pra perguntar besta — perguntar nado ficar triste emocaonegativa hahdhaha,0
4030,triste o ninfomania preciso tratar psiquiatro emocaonegativa,0
4031,  tô casar emocaonegativa,0
4032,  morar organizar e dia o ficar bagunçado emocaonegativa,0
4033,  provar vidar emocaonegativa,0
4034,falar n q o dermatologista dnv n conseguir horário semana emocaonegativa,0
4035,tou fartar o pai chatear o faculdade q chato emocaonegativa,0
4036,bué saudade comer mc qmd q trazer emocaonegativa,0
4037,  garoto vip comprar antar chamar pra emocaonegativa,0
4038,postar foto aniversário o e ignorar pai triste filho atenção emocaonegativa,0
4039,torcedor lfc lamentar o sair klavan emocaonegativa comer odiar torcido,0
4040,  gente tadinha emocaonegativa,0
4041,  poxa amor escutar o spotify enviar emocaonegativa,0
4042,ficar triste conseguir comprar emocaonegativa,0
4043,  chegar haver emocaonegativa tas,0
4044,  forçar amor emocaonegativa,0
4045,  sp merda querer emocaonegativa,0
4046,o video dk jimin vestir boi querer morrer emocaonegativa,0
4047,maroto pra emb e emocaonegativa,0
4048,vizinho tá umar músico henrique e juliano jorge e mateus e cantor o bad emocaonegativa,0
4049,filhar crescer emocaonegativa,0
4050,  tabom querer emocaonegativa,0
4051,querer tirar foto e parecer paciência parir emocaonegativa,0
4052,  jeito emocaonegativa falto glamour,0
4053,ai gente drogar emocaonegativa postar e ligar,0
4054,querer momolado emocaonegativa,0
4055,amanhã show h.o.r.t.a o o viver e emocaonegativa to triste,0
4056,amigo emocaonegativa,0
4057,  certar trabalhar e estudar emocaonegativa vc pra caldo ne passar pouquin,0
4058,pesar real emocaonegativa,0
4059,  vc ta operar e querer alguem pra comer emocaonegativa,0
4060,alguém pra ligar pro celular e chamar .. emocaonegativa,0
4061,  desapontar nado surpreso emocaonegativa,0
4062,humorista hoje dia emocaonegativa,0
4063,  amigo e semana seguir terapia ajudar nado n emocaonegativa,0
4064,absoluto acontecer emocaonegativa,0
4065,  fato o formação dever diverso o o descobrir umar outro o situação extremamente difícil nenhum horizonte positivar pra profissão infelizmente emocaonegativa,0
4066,  seriar o pessoa o criatividade pro emocaonegativa,0
4067,  poxaa emocaonegativa,0
4068,  porra malhação gente encontrar p drogar emocaonegativa,0
4069,  tava c ta osso p comunicar emocaonegativa sdds,0
4070,ta muitissimo frio pra sair pedaço panar emocaonegativa,0
4071,onti tava umar graça e tirar selfies emocaonegativa,0
4072,  n estomagar e psicologico quao ruim eh emocaonegativa,0
4073,ficar triste pq jikook assumir o mídia coreano cair matar n gente jogar hate n e o grupar prejudicar ajudar sério exibir totalmente comer emocaonegativa,0
4074,  baaah q ligar o gente ñ parecer irmão emocaonegativa comer p colar voltar o cabelar,0
4075,prorrogar emocaonegativa pasaporteexpress,0
4076,querer emocaonegativa,0
4077,  genuinamente ficar triste emocaonegativa,0
4078,brunir alves merecer perder o pênalti pelar acompanhar pessoa d dormir e ficar extremamente pelar pênalti perder emocaonegativa,0
4079,nao triste nao despedir emocaonegativa,0
4080,  querer conversar emocaonegativa,0
4081,ja dever vao o premios pros outro o fa base votar e ganhar emocaonegativa kkkk podre mtv,0
4082,amooooor emocaonegativa,0
4083,ruim lembrar ano vir nao manhã emocaonegativa,0
4084,  achar q o lotar emocaonegativa,0
4085,querer proteger nene emocaonegativa,0
4086,feirar dia piriri emocaonegativa,0
4087,  nado d anjo emocaonegativa,0
4088,saudade harry emocaonegativa,0
4089,querer o slow j emocaonegativa,0
4090,ana deixar emocaonegativa,0
4091,  ai caralhi emocaonegativa querer xora conversar sl chamar,0
4092,querer ta casar emocaonegativa,0
4093,alguém parir conversar e distrair o mentir passar pelar whats sentir emocaonegativa,0
4094,querer alpha hoje emocaonegativa,0
4095,andré e hp querer sair chromos emocaonegativaemocaonegativaemocaonegativa,0
4096,to morrer saudade gato emocaonegativa,0
4097,bruno passar link abrir jeito nhm emocaonegativa,0
4098,ai caro mt trouxa emocaonegativa,0
4099,  foder manir beiço emocaonegativa,0
4100,  vish sair d levar pro técnico emocaonegativa,0
4101,  emocaonegativa,0
4102,  pero patrineitor emocaonegativa,0
4103,postar emocaonegativa,0
4104,amar o john aaaa chorar emocaonegativa,0
4105,  gato foto placar reenviar whatsapp abrir vir mandar conseguir abrir emocaonegativa,0
4106,  o informação o site câmara o fogo artifício excepto o hoje antecipar parir o 23h o serenata parece-me exagerar cancelar o câmara nado emocaonegativa,0
4107,  demorar e algum e o opção médio e clínico aceitar o planar condição particular caro emocaonegativa,0
4108,achar emocaonegativa especial pessoa e umar pessoa específico o,0
4109,  parecer gt;emocaonegativa,0
4110,to emocaonegativa,0
4111,  emocaonegativa,0
4112,umar hor emocaonegativa,0
4113,  tô estudar emocaonegativa dps falir vc bjinhos ily ♥,0
4114,  vc contar o vc q n emocaonegativa,0
4115,tô sono tô conseguir concentrar o trabalhar emocaonegativa,0
4116,  emocaonegativa,0
4117,carla amar emocaonegativa,0
4118,  emocaonegativa,0
4119,  querer emocaonegativa,0
4120,confirmar ficar hoje to afim forçar e piorar garganta o sábado e domingo pra relax tambem e tamo voltar lt;3 esperar ficar rip emocaonegativa,0
4121,conseguir dormir o tardar comer antar emocaonegativa,0
4122,  querer mt trazer gato pai n gostar gatar emocaonegativa,0
4123,amar emocaonegativa,0
4124,irmão voltar hoje pq vôo emocaonegativa,0
4125,professorar hangul fofo acalmar vogar to dificuldade emocaonegativa junto dps,0
4126,  o show maneva e bommm emocaonegativa,0
4127,nado jeito saudade emocaonegativa,0
4128,  pq n antar perder canudo n conhecimento emocaonegativa,0
4129,embrio emocaonegativa,0
4130,  casar emocaonegativa,0
4131,tô mto triste emocaonegativa,0
4132,ai infernar to o ruir ai to internet pra postar o thread jiyong emocaonegativa,0
4133,q saudade dengo emocaonegativa — aaaaa saudade anjo emocaonegativa precisar o falar,0
4134,achar errar passar emocaonegativa,0
4135,  migar emocaonegativa,0
4136,parecer o sentir comer emocaonegativa,0
4137,modroc pra inter emocaonegativa,0
4138,  peno morar o brasil lindo emocaonegativa,0
4139,  entrar abril receber emocaonegativa,0
4140,  oie o emocaonegativa,0
4141,umar professorar o faculdade acabar morrer emocaonegativa to triste,0
4142,aaaa tímido pra falar obrigar anjo ❤ ️ ❤ ️ ❤ ️ — ah emocaonegativa ficar anjo 💗 💗 💗,0
4143,querer coraline emocaonegativa,0
4144,saudade yuri emocaonegativa,0
4145,  melhorar porpetinha emocaonegativa,0
4146,to cm saudade amg emocaonegativa,0
4147,triste pai esquecer deixar dinheiro o banco p pagar spotify emocaonegativa,0
4148,  bonito emocaonegativa,0
4149,o mão minmin emocaonegativa,0
4150,nao acreditar chegar produto urso cursar o miniso e to falir emocaonegativa,0
4151,querer emocaonegativa,0
4152,tô triste perder o perguntar patronus c daily emocaonegativa,0
4153,  trabalhar o dia o seguir emocaonegativa,0
4154,umar massagem o pé anjo e bumbum emocaonegativa,0
4155,e destacar o bucho emocaonegativa,0
4156,  aaaaaaaaaaaaa sentir mt suar falto emocaonegativa o brandon ficar tb,0
4157,o vezar sentir saudade matheus q doer coração emocaonegativa,0
4158,bicho emocaonegativa,0
4159,  querer q devolver emocaonegativa,0
4160,fofo emocaonegativa,0
4161,  tadinha filho so querer cuidar d emocaonegativa,0
4162,deus emocaonegativa,0
4163,  querer emocaonegativa,0
4164,  eh seriar cury emocaonegativa,0
4165,pulsar ta doer emocaonegativa,0
4166,n pronto parir deixar emocaonegativa,0
4167,vir umar camisa borussia lindo n bayern emocaonegativa,0
4168,morar o br amor impossível ai emocaonegativa,0
4169,  emocaonegativa,0
4170,  conteúdo pra assinante emocaonegativa,0
4171,  oloco emocaonegativa pio capela amanhã,0
4172,  ruim emocaonegativa,0
4173,  vir nao emocaonegativa,0
4174,  entrar passar emocaonegativa,0
4175,querer pesar pra doar sangue emocaonegativa,0
4176,  nanar ligar hoje pf emocaonegativa,0
4177,pra hoje querer chegar boto aparentemente semana vir emocaonegativa,0
4178,  cear aaa mt emocaonegativa,0
4179,  infelizmente confundir o assunto emocaonegativa,0
4180,  emocaonegativa melhorar alanzinho lt;3,0
4181,  daora manir aehhaehahea tocar emocaonegativa,0
4182,  domingo parabém emocaonegativa,0
4183,  poxa emocaonegativa,0
4184,  seriar emocaonegativa,0
4185,  ficar so o vontade pq o país camarim e ganhar emocaonegativa,0
4186,semana nao legal emocaonegativa ferrar o semana inteiro e ficar triste,0
4187,tou triste karine pq o suar foto vc ta esconder o rostir o mão o cel emocaonegativa — kkkkkk pq gostar tirar foto e pq n bnt shsjnsns,0
4188,won chae wonnie emocaonegativa,0
4189,o problema o teaser o cabelar anjo lindar o jaemin emocaonegativa,0
4190,alguém q ta acontecer ta acontecer qnd abrir any jogar pesar emocaonegativa,0
4191,to almoçar emocaonegativa,0
4192,  vdd gabi emocaonegativa,0
4193,devastar hoje live alanzoka emocaonegativa,0
4194,so querer dormir umar hora emocaonegativa,0
4195,sdds d dia e cidade emocaonegativa,0
4196,emocaonegativa,0
4197,  p dia emocaonegativa,0
4198,  comer conseguir cenoura semente cenoura emocaonegativa,0
4199,  amar emocaonegativa,0
4200,o agrival comedir hoje e estarreja emocaonegativa,0
4201,o linn lindo emocaonegativa,0
4202,hoje wynonna e n vir o pq to pc emocaonegativa,0
